	x	y	time
t_18_obs_40	1048.5	381.5	18
t_18_obs_41	346.5	114.5	18
t_18_obs_42	387.5	635.5	18
t_18_obs_43	389.5	692.5	18
t_18_obs_44	811.5	212.5	18
t_18_obs_45	362.5	148.5	18
t_18_obs_46	3.5	493.5	18
t_18_obs_47	110.5	459.5	18
t_18_obs_48	403.5	163.5	18
t_19_obs_0	980.5	234.5	19
t_19_obs_1	958.5	181.5	19
t_19_obs_2	468.5	176.5	19
t_19_obs_3	798.5	175.5	19
t_19_obs_4	973.5	532.5	19
t_19_obs_5	504.5	143.5	19
t_19_obs_6	110.5	551.5	19
t_19_obs_7	92.5	433.5	19
t_19_obs_8	932.5	547.5	19
t_19_obs_9	1035.5	424.5	19
t_19_obs_10	203.5	582.5	19
t_19_obs_11	349.5	657.5	19
t_19_obs_12	350.5	448.5	19
t_19_obs_13	132.5	517.5	19
t_19_obs_14	1056.5	396.5	19
t_19_obs_15	243.5	58.5	19
t_19_obs_16	385.5	179.5	19
t_19_obs_17	413.5	633.5	19
t_19_obs_18	130.5	586.5	19
t_19_obs_19	807.5	207.5	19
t_19_obs_20	841.5	227.5	19
t_19_obs_21	1010.5	405.5	19
t_19_obs_22	414.5	144.5	19
t_19_obs_23	962.5	577.5	19
t_19_obs_24	182.5	539.5	19
t_19_obs_25	122.5	452.5	19
t_19_obs_26	497.5	429.5	19
t_19_obs_27	676.5	36.5	19
t_19_obs_28	231.5	329.5	19
t_19_obs_29	550.5	454.5	19
t_19_obs_30	107.5	496.5	19
t_19_obs_31	127.5	487.5	19
t_19_obs_32	184.5	604.5	19
t_19_obs_33	64.5	456.5	19
t_19_obs_34	1000.5	533.5	19
t_19_obs_35	491.5	461.5	19
t_19_obs_36	549.5	424.5	19
t_19_obs_37	55.5	497.5	19
t_19_obs_38	348.5	114.5	19
t_19_obs_39	371.5	433.5	19
t_19_obs_40	696.5	18.5	19
t_19_obs_41	387.5	633.5	19
t_19_obs_42	391.5	692.5	19
t_19_obs_43	278.5	345.5	19
t_19_obs_44	362.5	148.5	19
t_19_obs_45	180.5	28.5	19
t_19_obs_46	786.5	206.5	19
t_19_obs_47	257.5	335.5	19
t_19_obs_48	986.5	548.5	19
t_20_obs_0	980.5	236.5	20
t_20_obs_1	350.5	449.5	20
t_20_obs_2	385.5	181.5	20
t_20_obs_3	466.5	177.5	20
t_20_obs_4	172.5	540.5	20
t_20_obs_5	127.5	454.5	20
t_20_obs_6	794.5	208.5	20
t_20_obs_7	235.5	331.5	20
t_20_obs_8	418.5	148.5	20
t_20_obs_9	1042.5	419.5	20
t_20_obs_10	514.5	144.5	20
t_20_obs_11	1011.5	406.5	20
t_20_obs_12	280.5	341.5	20
t_20_obs_13	243.5	55.5	20
t_20_obs_14	793.5	176.5	20
t_20_obs_15	933.5	548.5	20
t_20_obs_16	955.5	184.5	20
t_20_obs_17	124.5	512.5	20
t_20_obs_18	94.5	433.5	20
t_20_obs_19	349.5	657.5	20
t_20_obs_20	1048.5	382.5	20
t_20_obs_21	51.5	505.5	20
t_20_obs_22	840.5	218.5	20
t_20_obs_23	68.5	462.5	20
t_20_obs_24	678.5	35.5	20
t_20_obs_25	109.5	551.5	20
t_20_obs_26	494.5	455.5	20
t_20_obs_27	131.5	582.5	20
t_20_obs_28	407.5	637.5	20
t_20_obs_29	969.5	527.5	20
t_20_obs_30	547.5	456.5	20
t_20_obs_31	963.5	576.5	20
t_20_obs_32	203.5	584.5	20
t_20_obs_33	386.5	632.5	20
t_20_obs_34	192.5	604.5	20
t_20_obs_35	543.5	425.5	20
t_20_obs_36	375.5	433.5	20
t_20_obs_37	1063.5	396.5	20
t_20_obs_38	185.5	30.5	20
t_20_obs_39	998.5	532.5	20
t_20_obs_40	497.5	431.5	20
t_20_obs_41	344.5	114.5	20
t_20_obs_42	386.5	695.5	20
t_20_obs_43	124.5	479.5	20
t_20_obs_44	258.5	324.5	20
t_20_obs_45	51.5	485.5	20
t_20_obs_46	363.5	148.5	20
t_20_obs_47	814.5	199.5	20
t_21_obs_0	1040.5	420.5	21
t_21_obs_1	678.5	31.5	21
t_21_obs_2	955.5	181.5	21
t_21_obs_3	978.5	235.5	21
t_21_obs_4	466.5	176.5	21
t_21_obs_5	1012.5	406.5	21
t_21_obs_6	61.5	453.5	21
t_21_obs_7	416.5	145.5	21
t_21_obs_8	386.5	179.5	21
t_21_obs_9	132.5	524.5	21
t_21_obs_10	929.5	557.5	21
t_21_obs_11	1067.5	393.5	21
t_21_obs_12	505.5	141.5	21
t_21_obs_13	351.5	448.5	21
t_21_obs_14	50.5	500.5	21
t_21_obs_15	970.5	527.5	21
t_21_obs_16	102.5	550.5	21
t_21_obs_17	965.5	568.5	21
t_21_obs_18	794.5	174.5	21
t_21_obs_19	497.5	428.5	21
t_21_obs_20	349.5	659.5	21
t_21_obs_21	1045.5	378.5	21
t_21_obs_22	127.5	483.5	21
t_21_obs_23	410.5	637.5	21
t_21_obs_24	551.5	459.5	21
t_21_obs_25	549.5	419.5	21
t_21_obs_26	178.5	544.5	21
t_21_obs_27	497.5	460.5	21
t_21_obs_28	382.5	619.5	21
t_21_obs_29	279.5	333.5	21
t_21_obs_30	101.5	424.5	21
t_21_obs_31	235.5	330.5	21
t_21_obs_32	810.5	205.5	21
t_21_obs_33	239.5	60.5	21
t_21_obs_34	133.5	584.5	21
t_21_obs_35	196.5	608.5	21
t_21_obs_36	381.5	443.5	21
t_21_obs_37	209.5	580.5	21
t_21_obs_38	388.5	682.5	21
t_21_obs_39	789.5	205.5	21
t_21_obs_40	998.5	532.5	21
t_21_obs_41	123.5	450.5	21
t_21_obs_42	187.5	31.5	21
t_21_obs_43	344.5	111.5	21
t_21_obs_44	849.5	210.5	21
t_21_obs_45	362.5	148.5	21
t_22_obs_0	978.5	235.5	22
t_22_obs_1	966.5	529.5	22
t_22_obs_2	134.5	525.5	22
t_22_obs_3	349.5	447.5	22
t_22_obs_4	791.5	208.5	22
t_22_obs_5	794.5	169.5	22
t_22_obs_6	100.5	423.5	22
t_22_obs_7	924.5	557.5	22
t_22_obs_8	1043.5	419.5	22
t_22_obs_9	468.5	175.5	22
t_22_obs_10	511.5	149.5	22
t_22_obs_11	386.5	181.5	22
t_22_obs_12	342.5	654.5	22
t_22_obs_13	175.5	544.5	22
t_22_obs_14	414.5	144.5	22
t_22_obs_15	412.5	637.5	22
t_22_obs_16	284.5	321.5	22
t_22_obs_17	951.5	179.5	22
t_22_obs_18	1013.5	407.5	22
t_22_obs_19	544.5	416.5	22
t_22_obs_20	998.5	533.5	22
t_22_obs_21	53.5	500.5	22
t_22_obs_22	820.5	214.5	22
t_22_obs_23	103.5	545.5	22
t_22_obs_24	69.5	445.5	22
t_22_obs_25	373.5	624.5	22
t_22_obs_26	234.5	326.5	22
t_22_obs_27	209.5	578.5	22
t_22_obs_28	240.5	64.5	22
t_22_obs_29	548.5	458.5	22
t_22_obs_30	491.5	461.5	22
t_22_obs_31	678.5	32.5	22
t_22_obs_32	131.5	591.5	22
t_22_obs_33	199.5	602.5	22
t_22_obs_34	120.5	452.5	22
t_22_obs_35	348.5	109.5	22
t_22_obs_36	1046.5	383.5	22
t_22_obs_37	375.5	434.5	22
t_22_obs_38	1069.5	394.5	22
t_22_obs_39	131.5	484.5	22
t_22_obs_40	963.5	569.5	22
t_22_obs_41	860.5	200.5	22
t_22_obs_42	501.5	433.5	22
t_22_obs_43	185.5	29.5	22
t_22_obs_44	363.5	144.5	22
t_22_obs_45	384.5	680.5	22
t_22_obs_46	809.5	189.5	22
t_22_obs_47	253.5	311.5	22
t_23_obs_0	977.5	235.5	23
t_23_obs_1	793.5	163.5	23
t_23_obs_2	95.5	422.5	23
t_23_obs_3	678.5	33.5	23
t_23_obs_4	466.5	167.5	23
t_23_obs_5	54.5	502.5	23
t_23_obs_6	99.5	550.5	23
t_23_obs_7	927.5	547.5	23
t_23_obs_8	1011.5	408.5	23
t_23_obs_9	1041.5	414.5	23
t_23_obs_10	144.5	522.5	23
t_23_obs_11	786.5	205.5	23
t_23_obs_12	125.5	485.5	23
t_23_obs_13	234.5	330.5	23
t_23_obs_14	416.5	147.5	23
t_23_obs_15	822.5	222.5	23
t_23_obs_16	174.5	544.5	23
t_23_obs_17	1069.5	393.5	23
t_23_obs_18	386.5	182.5	23
t_23_obs_19	259.5	59.5	23
t_23_obs_20	512.5	147.5	23
t_23_obs_21	140.5	444.5	23
t_23_obs_22	973.5	524.5	23
t_23_obs_23	341.5	658.5	23
t_23_obs_24	413.5	636.5	23
t_23_obs_25	386.5	674.5	23
t_23_obs_26	291.5	322.5	23
t_23_obs_27	954.5	180.5	23
t_23_obs_28	77.5	457.5	23
t_23_obs_29	1046.5	382.5	23
t_23_obs_30	547.5	461.5	23
t_23_obs_31	195.5	614.5	23
t_23_obs_32	210.5	582.5	23
t_23_obs_33	130.5	593.5	23
t_23_obs_34	988.5	543.5	23
t_23_obs_35	270.5	15.5	23
t_23_obs_36	349.5	452.5	23
t_23_obs_37	497.5	433.5	23
t_23_obs_38	381.5	618.5	23
t_23_obs_39	544.5	420.5	23
t_23_obs_40	232.5	73.5	23
t_23_obs_41	862.5	205.5	23
t_23_obs_42	486.5	463.5	23
t_23_obs_43	382.5	450.5	23
t_23_obs_44	960.5	573.5	23
t_23_obs_45	347.5	110.5	23
t_23_obs_46	362.5	146.5	23
t_23_obs_47	254.5	308.5	23
t_23_obs_48	193.5	34.5	23
t_24_obs_0	467.5	166.5	24
t_24_obs_1	978.5	237.5	24
t_24_obs_2	138.5	526.5	24
t_24_obs_3	1011.5	408.5	24
t_24_obs_4	793.5	165.5	24
t_24_obs_5	350.5	448.5	24
t_24_obs_6	122.5	442.5	24
t_24_obs_7	236.5	331.5	24
t_24_obs_8	93.5	421.5	24
t_24_obs_9	929.5	545.5	24
t_24_obs_10	173.5	547.5	24
t_24_obs_11	947.5	181.5	24
t_24_obs_12	383.5	184.5	24
t_24_obs_13	1042.5	421.5	24
t_24_obs_14	132.5	489.5	24
t_24_obs_15	346.5	662.5	24
t_24_obs_16	54.5	497.5	24
t_24_obs_17	679.5	32.5	24
t_24_obs_18	983.5	527.5	24
t_24_obs_19	94.5	550.5	24
t_24_obs_20	505.5	142.5	24
t_24_obs_21	214.5	578.5	24
t_24_obs_22	374.5	437.5	24
t_24_obs_23	499.5	432.5	24
t_24_obs_24	788.5	206.5	24
t_24_obs_25	64.5	450.5	24
t_24_obs_26	542.5	421.5	24
t_24_obs_27	381.5	626.5	24
t_24_obs_28	1066.5	388.5	24
t_24_obs_29	416.5	144.5	24
t_24_obs_30	545.5	464.5	24
t_24_obs_31	134.5	587.5	24
t_24_obs_32	412.5	640.5	24
t_24_obs_33	293.5	319.5	24
t_24_obs_34	384.5	672.5	24
t_24_obs_35	485.5	461.5	24
t_24_obs_36	819.5	226.5	24
t_24_obs_37	228.5	80.5	24
t_24_obs_38	859.5	205.5	24
t_24_obs_39	956.5	577.5	24
t_24_obs_40	200.5	609.5	24
t_24_obs_41	191.5	34.5	24
t_24_obs_42	257.5	62.5	24
t_24_obs_43	250.5	308.5	24
t_24_obs_44	350.5	108.5	24
t_24_obs_45	946.5	557.5	24
t_24_obs_46	267.5	18.5	24
t_24_obs_47	360.5	149.5	24
t_24_obs_48	1045.5	380.5	24
t_24_obs_49	234.5	13.5	24
t_24_obs_50	971.5	557.5	24
t_24_obs_51	1040.5	400.5	24
t_25_obs_0	1042.5	421.5	25
t_25_obs_1	467.5	165.5	25
t_25_obs_2	949.5	178.5	25
t_25_obs_3	542.5	419.5	25
t_25_obs_4	821.5	219.5	25
t_25_obs_5	69.5	451.5	25
t_25_obs_6	978.5	235.5	25
t_25_obs_7	512.5	147.5	25
t_25_obs_8	414.5	149.5	25
t_25_obs_9	988.5	521.5	25
t_25_obs_10	138.5	526.5	25
t_25_obs_11	217.5	577.5	25
t_25_obs_12	793.5	162.5	25
t_25_obs_13	96.5	421.5	25
t_25_obs_14	386.5	174.5	25
t_25_obs_15	54.5	498.5	25
t_25_obs_16	130.5	482.5	25
t_25_obs_17	1012.5	406.5	25
t_25_obs_18	680.5	31.5	25
t_25_obs_19	338.5	653.5	25
t_25_obs_20	789.5	196.5	25
t_25_obs_21	290.5	323.5	25
t_25_obs_22	372.5	616.5	25
t_25_obs_23	952.5	569.5	25
t_25_obs_24	378.5	445.5	25
t_25_obs_25	349.5	449.5	25
t_25_obs_26	852.5	207.5	25
t_25_obs_27	98.5	551.5	25
t_25_obs_28	170.5	545.5	25
t_25_obs_29	931.5	542.5	25
t_25_obs_30	498.5	428.5	25
t_25_obs_31	391.5	678.5	25
t_25_obs_32	543.5	454.5	25
t_25_obs_33	234.5	16.5	25
t_25_obs_34	117.5	444.5	25
t_25_obs_35	200.5	611.5	25
t_25_obs_36	239.5	347.5	25
t_25_obs_37	1065.5	384.5	25
t_25_obs_38	190.5	27.5	25
t_25_obs_39	420.5	637.5	25
t_25_obs_40	138.5	590.5	25
t_25_obs_41	249.5	313.5	25
t_25_obs_42	493.5	462.5	25
t_25_obs_43	259.5	59.5	25
t_25_obs_44	1045.5	372.5	25
t_25_obs_45	358.5	148.5	25
t_25_obs_46	97.5	451.5	25
t_25_obs_47	976.5	550.5	25
t_25_obs_48	227.5	79.5	25
t_25_obs_49	515.5	442.5	25
t_26_obs_0	95.5	420.5	26
t_26_obs_1	382.5	179.5	26
t_26_obs_2	104.5	538.5	26
t_26_obs_3	63.5	442.5	26
t_26_obs_4	1050.5	382.5	26
t_26_obs_5	504.5	137.5	26
t_26_obs_6	415.5	147.5	26
t_26_obs_7	338.5	654.5	26
t_26_obs_8	930.5	541.5	26
t_26_obs_9	795.5	162.5	26
t_26_obs_10	291.5	325.5	26
t_26_obs_11	953.5	181.5	26
t_26_obs_12	468.5	175.5	26
t_26_obs_13	977.5	236.5	26
t_26_obs_14	39.5	487.5	26
t_26_obs_15	177.5	545.5	26
t_26_obs_16	1012.5	406.5	26
t_26_obs_17	68.5	500.5	26
t_26_obs_18	255.5	325.5	26
t_26_obs_19	679.5	33.5	26
t_26_obs_20	130.5	485.5	26
t_26_obs_21	853.5	207.5	26
t_26_obs_22	983.5	523.5	26
t_26_obs_23	1041.5	422.5	26
t_26_obs_24	351.5	448.5	26
t_26_obs_25	785.5	198.5	26
t_26_obs_26	241.5	345.5	26
t_26_obs_27	137.5	522.5	26
t_26_obs_28	369.5	623.5	26
t_26_obs_29	389.5	678.5	26
t_26_obs_30	545.5	419.5	26
t_26_obs_31	131.5	585.5	26
t_26_obs_32	116.5	447.5	26
t_26_obs_33	813.5	220.5	26
t_26_obs_34	543.5	457.5	26
t_26_obs_35	378.5	446.5	26
t_26_obs_36	491.5	464.5	26
t_26_obs_37	216.5	579.5	26
t_26_obs_38	950.5	581.5	26
t_26_obs_39	194.5	614.5	26
t_26_obs_40	227.5	77.5	26
t_26_obs_41	237.5	21.5	26
t_26_obs_42	256.5	61.5	26
t_26_obs_43	413.5	639.5	26
t_26_obs_44	496.5	427.5	26
t_26_obs_45	353.5	103.5	26
t_26_obs_46	194.5	30.5	26
t_26_obs_47	358.5	145.5	26
t_26_obs_48	1069.5	389.5	26
t_26_obs_49	962.5	538.5	26
t_26_obs_50	131.5	465.5	26
t_27_obs_0	103.5	420.5	27
t_27_obs_1	472.5	174.5	27
t_27_obs_2	102.5	542.5	27
t_27_obs_3	37.5	481.5	27
t_27_obs_4	926.5	547.5	27
t_27_obs_5	976.5	528.5	27
t_27_obs_6	380.5	181.5	27
t_27_obs_7	137.5	529.5	27
t_27_obs_8	415.5	148.5	27
t_27_obs_9	682.5	31.5	27
t_27_obs_10	974.5	235.5	27
t_27_obs_11	948.5	183.5	27
t_27_obs_12	1041.5	425.5	27
t_27_obs_13	281.5	329.5	27
t_27_obs_14	501.5	144.5	27
t_27_obs_15	1064.5	390.5	27
t_27_obs_16	1010.5	406.5	27
t_27_obs_17	350.5	448.5	27
t_27_obs_18	63.5	439.5	27
t_27_obs_19	547.5	458.5	27
t_27_obs_20	58.5	501.5	27
t_27_obs_21	795.5	167.5	27
t_27_obs_22	176.5	551.5	27
t_27_obs_23	371.5	620.5	27
t_27_obs_24	128.5	445.5	27
t_27_obs_25	136.5	588.5	27
t_27_obs_26	212.5	579.5	27
t_27_obs_27	342.5	661.5	27
t_27_obs_28	812.5	227.5	27
t_27_obs_29	788.5	205.5	27
t_27_obs_30	858.5	196.5	27
t_27_obs_31	545.5	424.5	27
t_27_obs_32	416.5	641.5	27
t_27_obs_33	198.5	614.5	27
t_27_obs_34	126.5	479.5	27
t_27_obs_35	239.5	351.5	27
t_27_obs_36	957.5	580.5	27
t_27_obs_37	242.5	13.5	27
t_27_obs_38	376.5	447.5	27
t_27_obs_39	497.5	433.5	27
t_27_obs_40	495.5	469.5	27
t_27_obs_41	258.5	55.5	27
t_27_obs_42	1032.5	407.5	27
t_27_obs_43	387.5	677.5	27
t_27_obs_44	1045.5	381.5	27
t_27_obs_45	188.5	26.5	27
t_27_obs_46	364.5	143.5	27
t_27_obs_47	251.5	327.5	27
t_27_obs_48	353.5	105.5	27
t_27_obs_49	225.5	70.5	27
t_27_obs_50	266.5	344.5	27
t_27_obs_51	272.5	670.5	27
t_27_obs_52	272.5	489.5	27
t_28_obs_0	113.5	549.5	28
t_28_obs_1	482.5	178.5	28
t_28_obs_2	977.5	527.5	28
t_28_obs_3	350.5	447.5	28
t_28_obs_4	977.5	234.5	28
t_28_obs_5	133.5	476.5	28
t_28_obs_6	94.5	419.5	28
t_28_obs_7	69.5	495.5	28
t_28_obs_8	1011.5	406.5	28
t_28_obs_9	48.5	438.5	28
t_28_obs_10	941.5	188.5	28
t_28_obs_11	1040.5	422.5	28
t_28_obs_12	781.5	206.5	28
t_28_obs_13	682.5	33.5	28
t_28_obs_14	373.5	619.5	28
t_28_obs_15	218.5	575.5	28
t_28_obs_16	276.5	331.5	28
t_28_obs_17	502.5	141.5	28
t_28_obs_18	795.5	166.5	28
t_28_obs_19	816.5	225.5	28
t_28_obs_20	242.5	355.5	28
t_28_obs_21	412.5	146.5	28
t_28_obs_22	137.5	529.5	28
t_28_obs_23	346.5	653.5	28
t_28_obs_24	419.5	652.5	28
t_28_obs_25	380.5	175.5	28
t_28_obs_26	926.5	544.5	28
t_28_obs_27	1061.5	388.5	28
t_28_obs_28	377.5	433.5	28
t_28_obs_29	490.5	468.5	28
t_28_obs_30	34.5	470.5	28
t_28_obs_31	131.5	589.5	28
t_28_obs_32	179.5	542.5	28
t_28_obs_33	539.5	457.5	28
t_28_obs_34	242.5	15.5	28
t_28_obs_35	500.5	431.5	28
t_28_obs_36	13.5	492.5	28
t_28_obs_37	246.5	316.5	28
t_28_obs_38	545.5	417.5	28
t_28_obs_39	946.5	581.5	28
t_28_obs_40	133.5	449.5	28
t_28_obs_41	194.5	613.5	28
t_28_obs_42	852.5	206.5	28
t_28_obs_43	187.5	27.5	28
t_28_obs_44	275.5	660.5	28
t_28_obs_45	252.5	62.5	28
t_28_obs_46	226.5	55.5	28
t_28_obs_47	355.5	102.5	28
t_28_obs_48	388.5	678.5	28
t_28_obs_49	270.5	485.5	28
t_28_obs_50	360.5	145.5	28
t_29_obs_0	773.5	205.5	29
t_29_obs_1	382.5	178.5	29
t_29_obs_2	950.5	181.5	29
t_29_obs_3	94.5	418.5	29
t_29_obs_4	109.5	550.5	29
t_29_obs_5	476.5	179.5	29
t_29_obs_6	137.5	478.5	29
t_29_obs_7	68.5	495.5	29
t_29_obs_8	353.5	449.5	29
t_29_obs_9	980.5	238.5	29
t_29_obs_10	982.5	525.5	29
t_29_obs_11	276.5	328.5	29
t_29_obs_12	506.5	139.5	29
t_29_obs_13	1042.5	423.5	29
t_29_obs_14	679.5	33.5	29
t_29_obs_15	1011.5	409.5	29
t_29_obs_16	795.5	165.5	29
t_29_obs_17	1050.5	391.5	29
t_29_obs_18	411.5	141.5	29
t_29_obs_19	240.5	357.5	29
t_29_obs_20	135.5	595.5	29
t_29_obs_21	57.5	434.5	29
t_29_obs_22	371.5	609.5	29
t_29_obs_23	139.5	438.5	29
t_29_obs_24	34.5	461.5	29
t_29_obs_25	144.5	535.5	29
t_29_obs_26	813.5	225.5	29
t_29_obs_27	929.5	543.5	29
t_29_obs_28	175.5	543.5	29
t_29_obs_29	382.5	451.5	29
t_29_obs_30	214.5	577.5	29
t_29_obs_31	499.5	432.5	29
t_29_obs_32	538.5	459.5	29
t_29_obs_33	330.5	653.5	29
t_29_obs_34	245.5	17.5	29
t_29_obs_35	190.5	27.5	29
t_29_obs_36	546.5	420.5	29
t_29_obs_37	957.5	576.5	29
t_29_obs_38	417.5	644.5	29
t_29_obs_39	495.5	471.5	29
t_29_obs_40	193.5	611.5	29
t_29_obs_41	977.5	549.5	29
t_29_obs_42	242.5	323.5	29
t_29_obs_43	856.5	208.5	29
t_29_obs_44	248.5	65.5	29
t_29_obs_45	230.5	499.5	29
t_29_obs_46	357.5	143.5	29
t_29_obs_47	274.5	485.5	29
t_29_obs_48	1.5	496.5	29
t_29_obs_49	226.5	59.5	29
t_29_obs_50	353.5	102.5	29
t_29_obs_51	118.5	572.5	29
t_29_obs_52	256.5	344.5	29
t_29_obs_53	262.5	664.5	29
t_30_obs_0	137.5	536.5	30
t_30_obs_1	772.5	209.5	30
t_30_obs_2	174.5	528.5	30
t_30_obs_3	682.5	32.5	30
t_30_obs_4	506.5	139.5	30
t_30_obs_5	96.5	417.5	30
t_30_obs_6	951.5	183.5	30
t_30_obs_7	413.5	141.5	30
t_30_obs_8	471.5	185.5	30
t_30_obs_9	1014.5	407.5	30
t_30_obs_10	104.5	546.5	30
t_30_obs_11	813.5	222.5	30
t_30_obs_12	384.5	176.5	30
t_30_obs_13	329.5	646.5	30
t_30_obs_14	236.5	363.5	30
t_30_obs_15	982.5	523.5	30
t_30_obs_16	793.5	167.5	30
t_30_obs_17	1044.5	422.5	30
t_30_obs_18	354.5	450.5	30
t_30_obs_19	930.5	544.5	30
t_30_obs_20	279.5	330.5	30
t_30_obs_21	137.5	590.5	30
t_30_obs_22	34.5	458.5	30
t_30_obs_23	136.5	476.5	30
t_30_obs_24	419.5	652.5	30
t_30_obs_25	248.5	325.5	30
t_30_obs_26	214.5	578.5	30
t_30_obs_27	69.5	492.5	30
t_30_obs_28	51.5	432.5	30
t_30_obs_29	1051.5	381.5	30
t_30_obs_30	142.5	434.5	30
t_30_obs_31	495.5	472.5	30
t_30_obs_32	543.5	460.5	30
t_30_obs_33	981.5	237.5	30
t_30_obs_34	389.5	682.5	30
t_30_obs_35	543.5	417.5	30
t_30_obs_36	374.5	608.5	30
t_30_obs_37	234.5	18.5	30
t_30_obs_38	957.5	575.5	30
t_30_obs_39	255.5	60.5	30
t_30_obs_40	375.5	445.5	30
t_30_obs_41	501.5	431.5	30
t_30_obs_42	4.5	492.5	30
t_30_obs_43	354.5	145.5	30
t_30_obs_44	188.5	28.5	30
t_30_obs_45	232.5	499.5	30
t_30_obs_46	855.5	207.5	30
t_30_obs_47	197.5	612.5	30
t_30_obs_48	1034.5	404.5	30
t_30_obs_49	355.5	101.5	30
t_30_obs_50	273.5	488.5	30
t_30_obs_51	263.5	667.5	30
t_30_obs_52	280.5	650.5	30
t_30_obs_53	977.5	547.5	30
t_30_obs_54	228.5	63.5	30
t_30_obs_55	529.5	435.5	30
t_30_obs_56	487.5	161.5	30
t_31_obs_0	132.5	538.5	31
t_31_obs_1	101.5	419.5	31
t_31_obs_2	499.5	186.5	31
t_31_obs_3	354.5	449.5	31
t_31_obs_4	286.5	333.5	31
t_31_obs_5	414.5	139.5	31
t_31_obs_6	980.5	526.5	31
t_31_obs_7	100.5	542.5	31
t_31_obs_8	1060.5	386.5	31
t_31_obs_9	385.5	175.5	31
t_31_obs_10	794.5	166.5	31
t_31_obs_11	324.5	649.5	31
t_31_obs_12	506.5	139.5	31
t_31_obs_13	1042.5	419.5	31
t_31_obs_14	460.5	188.5	31
t_31_obs_15	980.5	249.5	31
t_31_obs_16	949.5	180.5	31
t_31_obs_17	54.5	429.5	31
t_31_obs_18	676.5	32.5	31
t_31_obs_19	925.5	545.5	31
t_31_obs_20	775.5	211.5	31
t_31_obs_21	215.5	576.5	31
t_31_obs_22	1040.5	399.5	31
t_31_obs_23	815.5	224.5	31
t_31_obs_24	984.5	225.5	31
t_31_obs_25	56.5	466.5	31
t_31_obs_26	1017.5	406.5	31
t_31_obs_27	143.5	434.5	31
t_31_obs_28	176.5	525.5	31
t_31_obs_29	243.5	366.5	31
t_31_obs_30	130.5	473.5	31
t_31_obs_31	65.5	490.5	31
t_31_obs_32	137.5	591.5	31
t_31_obs_33	411.5	647.5	31
t_31_obs_34	248.5	324.5	31
t_31_obs_35	493.5	434.5	31
t_31_obs_36	544.5	456.5	31
t_31_obs_37	196.5	32.5	31
t_31_obs_38	370.5	613.5	31
t_31_obs_39	544.5	414.5	31
t_31_obs_40	493.5	469.5	31
t_31_obs_41	950.5	580.5	31
t_31_obs_42	854.5	198.5	31
t_31_obs_43	231.5	498.5	31
t_31_obs_44	356.5	146.5	31
t_31_obs_45	239.5	14.5	31
t_31_obs_46	273.5	487.5	31
t_31_obs_47	255.5	68.5	31
t_31_obs_48	378.5	448.5	31
t_31_obs_49	190.5	609.5	31
t_31_obs_50	80.5	458.5	31
t_31_obs_51	228.5	62.5	31
t_31_obs_52	4.5	491.5	31
t_31_obs_53	358.5	100.5	31
t_31_obs_54	282.5	647.5	31
t_32_obs_0	794.5	170.5	32
t_32_obs_1	774.5	214.5	32
t_32_obs_2	330.5	642.5	32
t_32_obs_3	353.5	452.5	32
t_32_obs_4	819.5	221.5	32
t_32_obs_5	137.5	545.5	32
t_32_obs_6	928.5	552.5	32
t_32_obs_7	506.5	134.5	32
t_32_obs_8	414.5	137.5	32
t_32_obs_9	387.5	175.5	32
t_32_obs_10	493.5	185.5	32
t_32_obs_11	414.5	647.5	32
t_32_obs_12	177.5	527.5	32
t_32_obs_13	101.5	423.5	32
t_32_obs_14	289.5	336.5	32
t_32_obs_15	680.5	32.5	32
t_32_obs_16	465.5	174.5	32
t_32_obs_17	1012.5	413.5	32
t_32_obs_18	212.5	577.5	32
t_32_obs_19	237.5	16.5	32
t_32_obs_20	376.5	618.5	32
t_32_obs_21	52.5	433.5	32
t_32_obs_22	129.5	479.5	32
t_32_obs_23	242.5	376.5	32
t_32_obs_24	948.5	183.5	32
t_32_obs_25	95.5	537.5	32
t_32_obs_26	976.5	527.5	32
t_32_obs_27	1045.5	414.5	32
t_32_obs_28	956.5	572.5	32
t_32_obs_29	985.5	251.5	32
t_32_obs_30	856.5	195.5	32
t_32_obs_31	251.5	317.5	32
t_32_obs_32	141.5	433.5	32
t_32_obs_33	50.5	469.5	32
t_32_obs_34	68.5	492.5	32
t_32_obs_35	496.5	473.5	32
t_32_obs_36	189.5	28.5	32
t_32_obs_37	136.5	597.5	32
t_32_obs_38	544.5	415.5	32
t_32_obs_39	1052.5	378.5	32
t_32_obs_40	191.5	608.5	32
t_32_obs_41	495.5	433.5	32
t_32_obs_42	380.5	442.5	32
t_32_obs_43	986.5	229.5	32
t_32_obs_44	360.5	98.5	32
t_32_obs_45	554.5	458.5	32
t_32_obs_46	261.5	64.5	32
t_32_obs_47	231.5	499.5	32
t_32_obs_48	353.5	149.5	32
t_32_obs_49	8.5	495.5	32
t_32_obs_50	276.5	489.5	32
t_32_obs_51	283.5	653.5	32
t_32_obs_52	226.5	69.5	32
t_32_obs_53	977.5	547.5	32
t_32_obs_54	1033.5	398.5	32
t_32_obs_55	75.5	450.5	32
t_33_obs_0	104.5	421.5	33
t_33_obs_1	793.5	169.5	33
t_33_obs_2	468.5	171.5	33
t_33_obs_3	418.5	137.5	33
t_33_obs_4	352.5	450.5	33
